"customer_id";"phone";"type"
94;"2039181162";"work"
95;"2039181162";"personal"
96;"2032905000";"work"
97;"2039181162";"work"
98;"2039181162";"personal"
99;"2039181162";"work"
100;"2034170703";"work"
101;"2032444426";"personal"
102;"2032862335";"work"
103;"2039181162";"work"
104;"2039181162";"work"
105;"2039181162";"personal"
106;"2037430222";"work"
107;"2032536987";"work"
108;"2036660614";"work"
109;"2039181162";"personal"
110;"2039181162";"personal"
111;"2039181162";"work"
112;"2038607973";"personal"
113;"2031111111";"work"
114;"2039181162";"personal"
115;"2036334459";"work"
116;"2039181162";"personal"
117;"2032283344";"personal"
118;"2033818348";"personal"
119;"2036348870";"work"
120;"2039181162";"work"
121;"2036602278";"work"
122;"2039181162";"work"
123;"2039181162";"personal"
124;"2039181162";"personal"
125;"2039181162";"work"
126;"2038394444";"personal"
127;"2039181162";"work"
128;"2039181162";"personal"
129;"2039181162";"personal"
130;"2039181162";"personal"
131;"2039181162";"work"
132;"2039181162";"personal"
133;"2039381631";"personal"
134;"2033292357";"personal"
135;"2039181162";"work"
136;"2039181162";"work"
137;"2039181162";"work"
138;"2039181162";"work"
139;"2039181162";"work"
140;"2031231233";"work"
141;"2039181162";"personal"
142;"2039181162";"personal"
143;"2034795438";"work"
144;"2032713231";"work"
145;"2039181162";"work"
146;"2039795404";"work"
147;"2032540808";"work"
148;"2039181162";"work"
149;"2039181162";"personal"
150;"2039181162";"personal"
151;"2030000011";"work"
152;"2031231231";"personal"
153;"2039181162";"work"
154;"2039181162";"personal"
155;"2039181162";"personal"
156;"2039181162";"personal"
157;"2039181162";"work"
158;"2035799768";"personal"
159;"2033636738";"personal"
160;"2039181162";"work"
161;"2039795404";"personal"
162;"2037234671";"personal"
163;"2039181162";"personal"
164;"2039181162";"personal"
165;"2039181162";"personal"
166;"2039439600";"work"
167;"2032508320";"personal"
168;"2039181162";"personal"
169;"2037430222";"work"
170;"20346657568";"personal"
171;"2039181162";"work"
172;"2039181162";"work"
173;"2039181162";"work"
174;"2039181162";"personal"
175;"2039181162";"work"
176;"2039181162";"work"
177;"2039999999";"work"
178;"2039181162";"work"
179;"2039181162";"personal"
180;"2039181162";"personal"
181;"2039181162";"personal"
182;"2039181162";"work"
183;"2032356046";"personal"
184;"2036360585";"work"
185;"2039181162";"personal"
186;"2035799768";"work"
187;"2039181162";"work"
188;"2039181162";"work"
189;"2039181162";"work"
190;"2039181162";"personal"
191;"2039995499";"personal"
192;"2039181162";"work"
193;"2039181162";"work"
194;"2035496666";"personal"
195;"2039666962";"personal"
196;"2039181162";"personal"
197;"2039181162";"personal"
198;"2039181162";"personal"
199;"2039181162";"personal"
200;"2032556911";"personal"
201;"2036233584";"personal"
202;"2032569231";"work"
203;"2039181162";"personal"
204;"2039181162";"work"
205;"2036565856";"personal"
206;"2039181162";"personal"
207;"2032283344";"personal"
208;"2039181162";"work"
209;"2034170304";"personal"
210;"2035697250";"personal"
211;"2032927139";"personal"
212;"2039181162";"work"
213;"2039181162";"personal"
214;"2032613577";"personal"
215;"2039181162";"work"
216;"2039181162";"personal"
217;"2039181162";"work"
218;"2039181162";"personal"
219;"2039181162";"personal"
220;"2038300058";"work"
221;"2039181162";"personal"
222;"2039181162";"personal"
223;"2039376011";"personal"
224;"2039181162";"work"
225;"2035890329";"personal"
226;"2039181162";"personal"
227;"2033744949";"personal"
228;"2039181162";"work"
229;"2039181162";"personal"
230;"2039181162";"personal"
231;"2039181162";"work"
232;"2039181162";"personal"
233;"2038257801";"work"
234;"2039181162";"work"
235;"2039181162";"work"
236;"2039181162";"work"
237;"2039181162";"work"
238;"2039181162";"work"
239;"2034830884";"personal"
240;"2032436393";"personal"
241;"2039181162";"personal"
242;"2039181162";"personal"
243;"2039181162";"work"
244;"2037382238";"work"
245;"2039237000";"personal"
246;"2039181162";"work"
247;"2039181162";"work"
248;"2039181162";"personal"
249;"2036863278";"work"
250;"2038257801";"personal"
251;"2036545854";"work"
252;"2039181162";"personal"
253;"2039852456";"work"
254;"2039181162";"personal"
255;"2036246962";"work"
256;"2031231231";"work"
257;"2039376011";"work"
258;"2035862755";"work"
259;"2031212331";"personal"
260;"2032207751";"work"
261;"2039181162";"personal"
262;"2039181162";"personal"
263;"2039181162";"personal"
264;"2039181162";"personal"
265;"2039181162";"personal"
266;"2039181162";"personal"
267;"2039935438";"personal"
268;"2039181162";"work"
269;"2036336660";"personal"
270;"2036342277";"work"
271;"2039181162";"personal"
272;"2039181162";"work"
273;"2039181162";"work"
274;"2039181162";"personal"
275;"2039181162";"work"
276;"2039181162";"work"
277;"2039181162";"personal"
278;"2039181162";"work"
279;"2034749555";"work"
280;"2039181162";"personal"
281;"2039181162";"work"
282;"2034285591";"work"
283;"2037382238";"personal"
284;"2039181162";"work"
285;"2035697250";"personal"
286;"2039181162";"personal"
287;"2031234567";"personal"
288;"2039181162";"work"
289;"2033266540";"work"
290;"2035035328";"work"
291;"2032569231";"personal"
292;"2034888648";"work"
293;"2039181162";"work"
294;"2039181162";"work"
295;"2039181162";"work"
296;"2039181162";"personal"
297;"2034770411";"personal"
298;"2039181162";"personal"
299;"2034529630";"personal"
300;"2039181162";"work"
301;"2033837281";"personal"
302;"2039181162";"personal"
303;"2039181162";"work"
304;"2039181162";"personal"
305;"2037272878";"personal"
306;"2039181162";"personal"
307;"2037480123";"personal"
308;"2036362244";"personal"
309;"2038626961";"personal"
310;"2031111111";"personal"
311;"2036341704";"work"
312;"2034354576";"personal"
313;"2039181162";"personal"
314;"2032842258";"personal"
315;"2032556911";"work"
316;"2037341200";"personal"
317;"2039181162";"personal"
318;"2039181162";"work"
319;"2034899561";"personal"
320;"2039181162";"personal"
321;"2036679137";"work"
322;"2035555555";"work"
323;"2039181162";"personal"
324;"2039181162";"personal"
325;"2039842703";"work"
326;"2036622525";"work"
327;"2038439022";"work"
328;"2039181162";"personal"
329;"2039181162";"work"
330;"2039181162";"personal"
331;"2039181162";"work"
332;"2034544545";"personal"
333;"2034460077";"work"
334;"2039181162";"personal"
335;"2039181162";"work"
336;"2039181162";"personal"
337;"2039181162";"personal"
338;"2032238450";"work"
339;"2032630166";"personal"
340;"2039181162";"work"
341;"2032757517";"personal"
342;"2039181162";"personal"
343;"2033397654";"personal"
344;"2039181162";"work"
345;"2036864458";"personal"
346;"2032842258";"personal"
347;"2039181162";"work"
348;"2036348870";"personal"
349;"2037814738";"work"
350;"2039181162";"personal"
351;"2034830884";"personal"
352;"2039181162";"work"
353;"2039181162";"personal"
354;"2035554545";"personal"
355;"2039181162";"personal"
356;"2032240425";"personal"
357;"2039181162";"personal"
358;"2039181162";"work"
359;"2033676062";"personal"
360;"2039181162";"personal"
361;"2039181162";"work"
362;"2039181162";"work"
363;"2031111111";"work"
364;"2035799662";"work"
365;"2039237000";"work"
366;"2039181162";"personal"
367;"2032381689";"personal"
368;"2033358824";"personal"
369;"2039181162";"work"
370;"2039181162";"work"
371;"2039181162";"work"
372;"2039181162";"personal"
373;"2032335394";"personal"
374;"2039181162";"work"
375;"2034270550";"work"
376;"2032347881";"personal"
377;"2039181162";"personal"
378;"2039181162";"work"
379;"2034823475";"personal"
380;"2039181162";"personal"
381;"2039181162";"work"
382;"2039181162";"work"
383;"2030101212";"work"
384;"2039181162";"work"
385;"2039181162";"personal"
386;"2039181162";"work"
387;"2032877188";"personal"
388;"2039181162";"work"
389;"2039181162";"personal"
390;"2039384843";"work"
391;"2031212331";"personal"
392;"2039181162";"work"
393;"2039181162";"work"
394;"2033816498";"personal"
395;"2039181162";"work"
396;"20346657568";"personal"
397;"2039181162";"work"
398;"2039181162";"work"
399;"2039181162";"work"
400;"2037489175";"personal"
401;"2034545435";"work"
402;"2033334448";"personal"
403;"2032222000";"personal"
404;"2034291599";"work"
405;"2039181162";"personal"
406;"20346657568";"personal"
407;"2039181162";"work"
408;"2039181162";"personal"
409;"2037871527";"personal"
410;"2037563889";"personal"
411;"2039181162";"personal"
412;"2039181162";"personal"
413;"2039181162";"work"
414;"2039181162";"personal"
415;"2039181162";"personal"
416;"2039181162";"personal"
417;"2039999999";"personal"
418;"2039181162";"personal"
419;"2039181162";"personal"
420;"2031400221";"personal"
421;"2038958698";"work"
422;"2035684683";"work"
423;"2039181162";"work"
424;"2038989898";"personal"
425;"2033042675";"work"
426;"2034799995";"work"
427;"2032877188";"personal"
428;"2039181162";"personal"
429;"2032927139";"work"
430;"2036852990";"work"
431;"2032554968";"personal"
432;"2039181162";"personal"
433;"2039181162";"personal"
434;"2039181162";"work"
435;"2039181162";"work"
436;"2039181162";"work"
437;"2039181162";"work"
438;"2039181162";"work"
439;"2039181162";"work"
440;"2039181162";"work"
441;"2039181162";"personal"
442;"2033294562";"work"
443;"2039181162";"work"
444;"2039181162";"personal"
445;"2039181162";"personal"
446;"2039181162";"work"
447;"2039181162";"work"
448;"2032695587";"personal"
449;"2039181162";"work"
450;"2039181162";"work"
451;"2039181162";"work"
452;"2039181162";"personal"
453;"2039181162";"work"
454;"2033456789";"work"
455;"2039181162";"personal"
456;"2039181162";"work"
457;"2039181162";"personal"
458;"2034170418";"personal"
459;"2039181162";"personal"
460;"2036296134";"personal"
461;"2034170422";"personal"
462;"2038771952";"personal"
463;"2039181162";"work"
464;"2039181162";"work"
465;"2031113333";"personal"
466;"2037060501";"work"
467;"2032536987";"personal"
468;"2039181162";"personal"
469;"2034639100";"personal"
470;"2039181162";"personal"
471;"2039181162";"personal"
472;"2039181162";"personal"
473;"2039181162";"work"
474;"2039181162";"personal"
475;"2039181162";"work"
476;"2039181162";"personal"
477;"2034617198";"work"
478;"2039181162";"work"
479;"2037382238";"personal"
480;"2039181162";"work"
481;"2034291599";"work"
482;"2039181162";"personal"
483;"2032569231";"work"
484;"2039999999";"personal"
485;"2039181162";"work"
486;"2039181162";"personal"
487;"2039181162";"work"
488;"2039181162";"personal"
489;"2033816498";"personal"
490;"2036296134";"work"
491;"2032222333";"personal"
492;"2039181162";"personal"
493;"2039181162";"personal"
494;"2032223331";"personal"
495;"2039181162";"work"
496;"2039181162";"personal"
497;"2034770514";"work"
498;"2039181162";"work"
499;"2039181162";"work"
500;"2038133997";"personal"
501;"2038326747";"personal"
502;"2039181162";"personal"
503;"2039181162";"work"
504;"2039181162";"work"
505;"2039181162";"personal"
506;"2036934060";"personal"
507;"2031400221";"personal"
508;"2039181162";"personal"
509;"2032714043";"work"
510;"2033632212";"work"
511;"2036676957";"work"
512;"2038439022";"work"
513;"2036233584";"personal"
514;"2039181162";"personal"
515;"2039181162";"personal"
516;"2039181162";"personal"
517;"2039181162";"work"
518;"2036782932";"personal"
519;"2039181162";"work"
520;"2039852073";"personal"
521;"2036679133";"personal"
522;"2033765884";"work"
523;"2039181162";"work"
524;"2031231234";"work"
525;"2039181162";"work"
526;"2036296134";"work"
527;"2039181162";"work"
528;"2033632212";"work"
529;"2037776544";"work"
530;"2038778501";"personal"
531;"2034749555";"work"
532;"2038342422";"personal"
533;"2032334455";"personal"
534;"2034291599";"work"
535;"2032569231";"work"
536;"2031234567";"work"
537;"2039181162";"work"
538;"2039181162";"personal"
539;"2038852010";"personal"
540;"2039181162";"work"
541;"2038847973";"work"
542;"2032842258";"personal"
543;"2035558888";"work"
544;"2039181162";"personal"
545;"2039181162";"work"
546;"2039181162";"personal"
547;"2039181162";"work"
548;"2034795438";"personal"
549;"2033823568";"work"
550;"2033336999";"work"
551;"2036435374";"work"
552;"2037480123";"personal"
553;"2039181162";"work"
554;"2033458889";"personal"
555;"2039181162";"personal"
556;"2033397654";"work"
557;"2039181162";"work"
558;"2039181162";"personal"
559;"2035384159";"work"
560;"2037814738";"work"
561;"2038439022";"work"
562;"2036435374";"personal"
563;"2039999879";"work"
564;"2034291599";"work"
565;"2039181162";"work"
566;"2039181162";"personal"
567;"2039181162";"personal"
568;"2039181162";"work"
569;"2039181162";"work"
570;"2039181162";"work"
571;"2039181162";"personal"
572;"2033847302";"work"
573;"2035633616";"work"
574;"2032246299";"personal"
575;"2039181162";"work"
576;"2039181162";"personal"
577;"2039181162";"personal"
578;"2038325488";"work"
579;"2039181162";"work"
580;"2039181162";"personal"
581;"2039181162";"work"
582;"2034617198";"personal"
583;"2039181162";"personal"
584;"2039181162";"personal"
585;"2038439022";"personal"
586;"2031231234";"work"
587;"2031234567";"personal"
588;"2035799662";"personal"
589;"2034285591";"personal"
590;"2036602278";"work"
591;"2039181162";"personal"
592;"2039181162";"work"
593;"2039181162";"work"
594;"2039181162";"personal"
595;"2033295255";"personal"
596;"2039181162";"personal"
597;"2039181162";"personal"
598;"2039181162";"personal"
599;"2039181162";"work"
600;"2038445000";"work"
601;"2039181162";"work"
602;"2039181162";"work"
603;"2035496030";"work"
604;"2039181162";"personal"
605;"2039181162";"work"
606;"2039181162";"personal"
607;"2032381689";"personal"
608;"2039181162";"personal"
609;"2038322754";"personal"
610;"2039181162";"work"
611;"2039181162";"work"
612;"2039181162";"personal"
613;"2039842703";"personal"
614;"2039181162";"work"
615;"2036660614";"personal"
616;"2039181162";"personal"
617;"2039181162";"personal"
618;"2039181162";"work"
619;"2033813140";"work"
620;"2039181162";"personal"
621;"2039181162";"work"
622;"2039181162";"personal"
623;"2033456789";"personal"
624;"2039181162";"personal"
625;"2039181162";"work"
626;"2033351220";"personal"
627;"2039181162";"work"
628;"2039181162";"work"
629;"2033802872";"work"
630;"2036940462";"work"
631;"2039181162";"personal"
632;"2039181162";"personal"
633;"2039181162";"work"
634;"2039181162";"personal"
635;"2039181162";"work"
636;"2039181162";"personal"
637;"2038989898";"personal"
638;"2034386650";"work"
639;"2032536987";"work"
640;"2039181162";"work"
641;"2039181162";"work"
642;"2039181162";"personal"
643;"2039181162";"work"
644;"20346657568";"personal"
645;"2032536987";"personal"
646;"2039181162";"personal"
647;"2032491231";"personal"
648;"2039181162";"personal"
649;"2039181162";"personal"
650;"2039181162";"work"
651;"2035496048";"work"
652;"2039181162";"work"
653;"2039181162";"personal"
654;"2039181162";"personal"
655;"2039181162";"personal"
656;"2039181162";"personal"
657;"2039181162";"personal"
658;"2039181162";"personal"
659;"2039181162";"personal"
660;"2039181162";"personal"
661;"2039181162";"work"
662;"2033676062";"personal"
663;"2039181162";"personal"
664;"2031212331";"work"
665;"2039181162";"work"
666;"2039181162";"personal"
667;"2039181162";"personal"
668;"2039181162";"personal"
669;"2035864861";"work"
670;"2037524551";"personal"
671;"2033823568";"personal"
672;"2039181162";"personal"
673;"2039181162";"personal"
674;"2039181162";"personal"
675;"2039181162";"work"
676;"2039181162";"personal"
677;"2036231901";"personal"
678;"2039181162";"personal"
679;"2032692353";"personal"
680;"2039181162";"work"
681;"2039181162";"work"
682;"2036754671";"work"
683;"2033342222";"work"
684;"2039181162";"work"
685;"2031231231";"work"
686;"2039181162";"work"
687;"2033276144";"personal"
688;"2039181162";"work"
689;"2039181162";"work"
690;"2039181162";"personal"
691;"2039181162";"work"
692;"2039181162";"personal"
693;"2039181162";"work"
694;"2039239337";"personal"
695;"2034170302";"work"
696;"2039181162";"personal"
697;"2039181162";"work"
698;"2032239305";"personal"
699;"2039181162";"personal"
700;"2039181162";"work"
701;"2039181162";"work"
702;"2039181162";"work"
703;"2035861921";"personal"
704;"2035496048";"personal"
705;"2039181162";"work"
706;"2039181162";"work"
707;"2034773367";"personal"
708;"2039181162";"work"
709;"2039181162";"personal"
710;"2039181162";"personal"
711;"2034170419";"personal"
712;"2039181162";"work"
713;"2039181162";"personal"
714;"2039181162";"personal"
715;"2039181162";"work"
716;"2038776869";"personal"
717;"2039181162";"work"
718;"2031231231";"personal"
719;"2032145643";"personal"
720;"2039181162";"work"
721;"2033458889";"personal"
722;"2039181162";"work"
723;"2036360585";"personal"
724;"2031235678";"personal"
725;"2035277580";"personal"
726;"2039181162";"work"
727;"2039181162";"personal"
728;"2039181162";"work"
729;"2039239337";"work"
730;"2039181162";"work"
731;"2039181162";"personal"
732;"2034883640";"work"
733;"2039181162";"work"
734;"2033434430";"work"
735;"2039181162";"work"
736;"2039181162";"personal"
737;"2032434737";"personal"
738;"2039181162";"work"
739;"2039181162";"personal"
740;"2039181162";"work"
741;"2039181162";"personal"
742;"2034444444";"personal"
743;"2039181162";"personal"
744;"2039181162";"work"
745;"2039181162";"personal"
746;"2038364401";"work"
747;"2039181162";"personal"
748;"2031400221";"work"
749;"2039181162";"personal"
750;"2035918641";"personal"
751;"203+01235689745";"personal"
752;"2039181162";"personal"
753;"2039181162";"personal"
754;"2039181162";"personal"
755;"2039181162";"personal"
756;"2037254998";"personal"
757;"2039181162";"personal"
758;"2034170421";"personal"
759;"2039181162";"personal"
760;"2039181162";"personal"
761;"2039181162";"personal"
762;"2032869558";"personal"
763;"2039181162";"work"
764;"2039181162";"work"
765;"2039181162";"work"
766;"2034988377";"work"
767;"2032691774";"personal"
768;"2039181162";"work"
769;"2039181162";"personal"
770;"2039181162";"personal"
771;"2039181162";"personal"
772;"2039181162";"personal"
773;"2032556911";"work"
774;"2034170303";"personal"
775;"2039181162";"personal"
776;"2035332301";"work"
777;"2036324604";"personal"
778;"2034830884";"personal"
779;"2039181162";"work"
780;"2039852456";"work"
781;"2039181162";"work"
782;"2039181162";"work"
783;"2039181162";"work"
784;"2035492222";"personal"
785;"2037277111";"work"
786;"2039181162";"personal"
787;"2038439022";"personal"
788;"2034170302";"work"
789;"2039181162";"work"
790;"2034056000";"personal"
791;"2039181162";"work"
792;"2036206687";"personal"
793;"2039181162";"personal"
794;"2032246299";"work"
795;"2033768781";"work"
796;"2039181162";"personal"
797;"2038852010";"personal"
798;"2039181162";"personal"
799;"2039181162";"work"
800;"2039181162";"personal"
801;"2039181162";"work"
802;"2039181162";"work"
803;"2039181162";"personal"
804;"2039181162";"personal"
805;"2039381631";"work"
806;"2032692353";"work"
807;"2039181162";"personal"
808;"2039181162";"personal"
809;"2039181162";"personal"
810;"2039181162";"work"
811;"2039181162";"personal"
812;"2031231233";"work"
813;"2039999999";"personal"
814;"2036666450";"work"
815;"2039181162";"work"
816;"2039181162";"work"
817;"2039181162";"work"
818;"2039181162";"personal"
819;"2039181162";"work"
820;"2034823475";"personal"
821;"2033821232";"work"
822;"2039181162";"work"
823;"2039181162";"work"
824;"2039181162";"personal"
825;"2039181162";"work"
826;"2032283344";"work"
827;"2039181162";"work"
828;"2039181162";"work"
829;"2034447802";"work"
830;"2037659849";"personal"
831;"2039181162";"personal"
832;"2039239337";"personal"
833;"2033870132";"personal"
834;"2032835658";"personal"
835;"2037233975";"personal"
836;"2039181162";"personal"
837;"2039181162";"personal"
838;"2039181162";"work"
839;"2039181162";"personal"
840;"2039181162";"personal"
841;"2039181162";"personal"
842;"2035633616";"work"
843;"2035332301";"work"
844;"2039181162";"work"
845;"2032043536";"personal"
846;"2033434430";"work"
847;"2039181162";"work"
848;"2036383248";"personal"
849;"2033826216";"work"
850;"2039999999";"work"
851;"2039181162";"personal"
852;"2039181162";"work"
853;"2039181162";"personal"
854;"2039376011";"work"
855;"2039181162";"work"
856;"2039181162";"work"
857;"2039181162";"personal"
858;"2037890760";"personal"
859;"2039181162";"personal"
860;"2039181162";"personal"
861;"2039181162";"work"
862;"2039181162";"work"
863;"2036547080";"personal"
864;"2039181162";"personal"
865;"2039181162";"work"
866;"2034170428";"personal"
867;"2039181162";"work"
868;"2039181162";"work"
869;"2039181162";"personal"
870;"2039181162";"personal"
871;"2037326346";"work"
872;"2039181162";"personal"
873;"2038412211";"work"
874;"2039181162";"personal"
875;"2034639100";"personal"
876;"2034617198";"personal"
877;"2033837281";"work"
878;"2036864458";"work"
879;"2039181162";"work"
880;"2039181162";"personal"
881;"2036934060";"work"
882;"2032557556";"work"
883;"2039181162";"personal"
884;"2039181162";"personal"
885;"2039181162";"personal"
886;"2033837281";"personal"
887;"2039181162";"work"
888;"2039181162";"work"
889;"2039181162";"work"
890;"2032838264";"work"
891;"2032491231";"personal"
892;"2038626961";"personal"
893;"2032222222";"personal"
894;"2039181162";"personal"
895;"2036564489";"work"
896;"2036323845";"work"
897;"2030000000";"personal"
898;"2039181162";"work"
899;"2032724443";"personal"
900;"2039181162";"work"
901;"2039181162";"work"
902;"2039181162";"work"
903;"2039181162";"personal"
904;"2039181162";"personal"
905;"2039181162";"personal"
906;"2031231233";"personal"
907;"2039325688";"work"
908;"2039181162";"personal"
909;"2039181162";"work"
910;"2039181162";"personal"
911;"2034172827";"personal"
912;"2039629415";"personal"
913;"2039181162";"personal"
914;"2039181162";"work"
915;"2039181162";"personal"
916;"2039079400";"personal"
917;"2039181162";"work"
918;"2039181162";"work"
919;"2039181162";"personal"
920;"2039181162";"work"
921;"2036462961";"personal"
922;"2039181162";"work"
923;"2036934060";"work"
924;"2039181162";"work"
925;"2039181162";"personal"
926;"2039181162";"work"
927;"2039181162";"work"
928;"2036341704";"work"
929;"2039181162";"personal"
930;"2034529630";"work"
931;"2039181162";"work"
932;"2032043536";"work"
933;"2035561257";"work"
934;"2039181162";"work"
935;"2039181162";"work"
936;"2037916445";"personal"
937;"2037272878";"personal"
938;"2039181162";"personal"
939;"2035452541";"work"
940;"2039181162";"work"
941;"2039181162";"personal"
942;"2039181162";"personal"
943;"2039181162";"personal"
944;"2039181162";"personal"
945;"2032672559";"personal"
946;"2039181162";"work"
947;"2037277111";"work"
948;"2039181162";"personal"
949;"2039181162";"personal"
950;"2039181162";"personal"
951;"2039181162";"work"
952;"2039181162";"work"
953;"2039181162";"personal"
954;"2033456789";"personal"
955;"2034652264";"personal"
956;"2035864861";"personal"
957;"2039181162";"work"
958;"2039181162";"personal"
959;"2036646589";"work"
960;"2036360585";"personal"
961;"2039181162";"work"
962;"2039181162";"personal"
963;"2039181162";"work"
964;"2039181162";"personal"
965;"2039381631";"personal"
966;"2039181162";"personal"
967;"2039181162";"personal"
968;"2039181162";"work"
969;"2039181162";"work"
970;"2039181162";"work"
971;"2038671111";"work"
972;"2039181162";"work"
973;"2039181162";"work"
974;"2039181162";"work"
975;"2039181162";"work"
976;"2039181162";"personal"
977;"2039181162";"personal"
978;"2039181162";"work"
979;"2039181162";"work"
980;"2039181162";"work"
981;"2038202211";"personal"
982;"2039181162";"work"
983;"2039181162";"personal"
984;"2039237000";"work"
985;"2039181162";"work"
986;"2039181162";"personal"
987;"2031231233";"work"
988;"2039181162";"work"
989;"2039181162";"personal"
990;"2039181162";"personal"
991;"2039181162";"work"
992;"2039181162";"personal"
993;"2039556911";"work"
994;"2035496666";"work"
995;"2039181162";"work"
996;"2039181162";"work"
997;"2035799768";"work"
998;"2035277580";"personal"
999;"2039181162";"work"
1000;"2039181162";"work"
1001;"2039181162";"work"
1002;"2039181162";"work"
1003;"2039181162";"personal"
1004;"2039181162";"personal"
1005;"2038310294";"personal"
1006;"2036913425";"personal"
1007;"2039181162";"work"
1008;"2039181162";"work"
1009;"2035491111";"work"
1010;"2039181162";"work"
1011;"2035555555";"personal"
1012;"2032359174";"work"
1013;"2039181162";"work"
1014;"2039181162";"work"
1015;"2034287275";"personal"
1016;"2039181162";"work"
1017;"2039181162";"personal"
1018;"2036679131";"personal"
1019;"2039795404";"work"
1020;"2039181162";"work"
1021;"2039181162";"personal"
1022;"2039181162";"work"
1023;"2032222000";"work"
1024;"2035918641";"personal"
1025;"2032246299";"personal"
1026;"2032692353";"personal"
1027;"2033266540";"work"
1028;"2037060501";"personal"
1029;"2032240404";"personal"
1030;"2036348870";"personal"
1031;"2039181162";"work"
1032;"2039181162";"work"
1033;"2039181162";"work"
1034;"2039181162";"personal"
1035;"2039181162";"personal"
1036;"2034544545";"personal"
1037;"2032152892";"personal"
1038;"2034445555";"personal"
1039;"2030010900";"work"
1040;"2039181162";"personal"
1041;"2039181162";"work"
1042;"2032444426";"personal"
1043;"2032835658";"work"
1044;"2033870132";"personal"
1045;"2035952925";"work"
1046;"2039181162";"work"
1047;"2039181162";"work"
1048;"2039376011";"personal"
1049;"2032145643";"work"
1050;"2039181162";"personal"
1051;"2039181162";"work"
1052;"2038771341";"work"
1053;"2039181162";"work"
1054;"2039181162";"work"
1055;"2039181162";"work"
1056;"2036785413";"work"
1057;"2039181162";"personal"
1058;"2039181162";"personal"
1059;"2037341200";"personal"
1060;"2035455126";"personal"
1061;"2039181162";"personal"
1062;"2039181162";"work"
1063;"2039181162";"work"
1064;"2039181162";"work"
1065;"2039181162";"work"
1066;"2039181162";"work"
1067;"2039325688";"work"
1068;"2039181162";"work"
1069;"2039181162";"work"
1070;"2039181162";"personal"
1071;"2032070262";"personal"
1072;"2033951209";"work"
1073;"2039181162";"work"
1074;"2039181162";"work"
1075;"2039646788";"work"
1076;"2036323845";"personal"
1077;"2039181162";"work"
1078;"2032848892";"personal"
1079;"2038133997";"work"
1080;"2037284959";"work"
1081;"2039181162";"personal"
1082;"2034170419";"work"
1083;"2039181162";"personal"
1084;"2039181162";"personal"
1085;"2033826030";"work"
1086;"2039181162";"personal"
1087;"2036565856";"work"
1088;"2039181162";"personal"
1089;"2039181162";"work"
1090;"2039181162";"work"
1091;"2039181162";"work"
1092;"2039181162";"personal"
1093;"2032554968";"personal"
1094;"2039795404";"work"
1095;"2037366416";"personal"
1096;"2039181162";"personal"
1097;"2039181162";"personal"
1098;"2035852626";"work"
1099;"2032842258";"work"
1100;"2039181162";"work"
1101;"2039181162";"work"
1102;"2039181162";"work"
1103;"2039181162";"work"
1104;"2039181162";"personal"
1105;"2037896297";"work"
1106;"2039181162";"personal"
1107;"2032767911";"work"
